fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,location
CNG,Fillmore Station - Questar Gas,690 N Main St,,Fillmore,UT,84631,4070,,E,,Private access only,,,,Q,3000,,,,,,,200-8,38.9841696,-112.323678,2011-12-31,564,POINT(-112.323678 38.9841696)
CNG,Picksweet Farms,400 S Park Ave,,Fillmore,UT,84631,5005,,E,,Private access only,,,,Q,3000,,,,,,,200-6,38.9500861,-112.3535331,2011-03-31,565,POINT(-112.3535331 38.9500861)
CNG,Questar Gas - Chevron,1060 S Highway 99,,Fillmore,UT,84631,,801-324-5987,E,,Public - see hours,6am-10pm daily,Cash Checks A D M V,,Q,3000,,,,,,,200-8,38.9504201,-112.3440383,2011-04-30,566,POINT(-112.3440383 38.9504201)
CNG,Candi's Apple Juice,615 E 400 N,,Santaquin,UT,84655,5009,,E,,Private access only,,,,T,3000,,,,,,,200-8,40.003993,-111.8322248,2011-03-31,567,POINT(-111.8322248 40.003993)
CNG,Chevron,1375 N Main St,"I-70, exit 40, station on right",Richfield,UT,84701,1861,435-896-8352,E,,Public - see hours,6am-10pm daily,Cash A D M V,,Q,3000,,,,,,,200-8,38.7841118,-112.0843125,2011-04-30,569,POINT(-112.0843125 38.7841118)
CNG,Cedar Service Center - Questar Gas,260 E 2015 N,,Cedar City,UT,84720,,801-324-3900,E,,Private access only,,,,B,3000,,,,,,,200-8,37.7139528,-113.0547452,2011-03-31,571,POINT(-113.0547452 37.7139528)
CNG,Enterprise Station,946 N Production Rd,Cedar City Center,Cedar City,UT,84721,,,E,,Private access only,,,,Q,3000,,,,,,,GPS,37.693536,-113.094439,2011-12-31,572,POINT(-113.094439 37.693536)
CNG,KB Express,734 S Main St,"I-15, exit 59, east on 200 North St, right on Main, station on right",Cedar City,UT,84720,3572,435-586-1344,E,,Public - see hours,24 hours daily,Cash A D M V Wright_Exp,,Q,3000,,,,,,,200-8,37.6639145,-113.0668854,2011-04-30,573,POINT(-113.0668854 37.6639145)
CNG,Saint George Center - Questar Gas,350 N 1155 E,,Saint George,UT,84770,,801-324-3900,E,,Private access only,,,,T,3000,,,,,,,200-8,37.1140163,-113.5586433,2011-12-31,574,POINT(-113.5586433 37.1140163)
CNG,Shell,915 E Saint George Blvd,"I-15, exit 8, west on Saint George Blvd, between 900 East St and 1000 E",Saint George,UT,84770,3039,435-656-1350,E,,Public - see hours,24 hours daily,Cash A D M V GasCard,,Q,3000,,,,,,,200-8,37.110213,-113.563803,2011-04-30,575,POINT(-113.563803 37.110213)
CNG,City of Thomson,317 Railroad St,,Thomson,GA,30824,2034,,E,,Private - government only,,,,B,2400,,,,,,,200-8,33.4678128,-82.4964078,2011-06-30,589,POINT(-82.4964078 33.4678128)
CNG,Madison Gas & Electric Co,645 E Main St,"I-94, E Washington Ave, left on Blount St, right on Railroad St",Madison,WI,53703,2912,,E,,Private - fleet customers only,8am-4:30pm M-F,,,Q,3000,,,,,,,200-8,43.0786599,-89.3761872,2011-08-31,595,POINT(-89.3761872 43.0786599)
CNG,Mobile Gas Service Corp,2828 Dauphin St,Off I-65,Mobile,AL,36606,2493,,E,,Private - fleet customers only,,,,B,3600,,,,,,,200-8,30.6887105,-88.1090373,2011-10-31,597,POINT(-88.1090373 30.6887105)
CNG,Carburetion & Turbo Systems Inc,1897 Eagle Creek Blvd,,Shakopee,MN,55379,2703,952-445-3910,E,,Private access only,Private access only; emergency access available on a call ahead basis,,,Q,3000,,,,,,,200-8,44.7903329,-93.497732,2011-07-31,603,POINT(-93.497732 44.7903329)
CNG,CenterPoint Energy - Minnegasco,501 W 61 St,"Southbound I-35 W, exit onto Lyndale Avenue to 61st Street",Minneapolis,MN,55419,2299,612-861-8447,E,,Public - call ahead,7:30am-6pm M-F; contact 612-861-8447 to open an account with CenterPoint,Checks,,Q,3000,,,,,,,200-8,44.8914789,-93.285818,2011-12-31,606,POINT(-93.285818 44.8914789)
CNG,Metropolitan Utilities District of Omaha - Construction Center,3100 S 61st Ave,,Omaha,NE,68106,3600,,E,,Private access only,"Emergency access on a case by case basis, call 402-504-7866 or 402-504-7790 for arrangements",,,Q,3000 3600,,,,,,,200-8,41.231071,-96.008377,2011-12-31,622,POINT(-96.008377 41.231071)
CNG,Clean Energy - Arvada,5901 Sheridan Blvd,"I-70 or I-76, exit onto Sheridan Boulevard N, Sheridan and 60th Avenue",Arvada,CO,80003,5719,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,B,3000,,,,,,,200-8,39.803494,-105.0528984,2011-06-30,629,POINT(-105.0528984 39.803494)
CNG,Clean Energy - Castle Rock,3103 N Industrial Way,"I-25, exit onto Meadows Parkway W, left on Industrial, at US-85",Castle Rock,CO,80104,2803,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.407093,-104.872012,2011-06-30,633,POINT(-104.872012 39.407093)
CNG,"Clean Energy - Valero #4086",1001 Broadway St,"I-25, exit onto Speer Boulevard S, left on Colfax Avenue, right on Broadway",Denver,CO,80204,2707,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.732326,-104.987834,2011-06-30,635,POINT(-104.987834 39.732326)
CNG,"Clean Energy - Valero #4095",5810 N Broadway St,"I-70, exit north onto I-25, 58th Street exit west to Broadway, at I-25",Denver,CO,80216,8025,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000,,,,,,,200-8,39.802261,-104.986875,2011-06-30,640,POINT(-104.986875 39.802261)
CNG,"Clean Energy - Valero #4079",2210 S Colorado Blvd,"I-25, exit onto Evans Avenue W, left, at Warren Avenue",Denver,CO,80222,4914,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.6763669,-104.9406181,2011-06-30,644,POINT(-104.9406181 39.6763669)
CNG,Clean Energy - Denver,1123 W 3rd Ave,,Denver,CO,80223,1351,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,Clean Energy,,B,3000,,,,,,,200-8,39.722172,-105.002983,2011-06-30,645,POINT(-105.002983 39.722172)
CNG,Xcel Energy,10001 W Hampden Ave,"W Hampden Avenue/US-285, exit on Kipling Street N, station on left",Lakewood,CO,80227,4321,,E,,Private access only,,,,B,3000 3600,,,,,,,200-8,39.6561676,-105.1110096,2011-08-31,646,POINT(-105.1110096 39.6561676)
CNG,Clean Energy - Denver International Airport Rental Car,22800 E 78th Ave,"I-70, exit onto Pena Boulevard to DIA, follow signs to rental car return",Denver,CO,80249,6385,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000 3600,,,,,,,200-8,39.8381531,-104.7090179,2011-06-30,648,POINT(-104.7090179 39.8381531)
CNG,Xcel Energy,2655 N 63rd St,,Boulder,CO,80301,2934,,E,,Private access only,,,,B,3000,,,,,,,200-8,40.020426,-105.210915,2011-08-31,649,POINT(-105.210915 40.020426)
CNG,Clean Energy - Amoco,2990 Baseline Rd,"US-36, east on Baseline Road, at 30th",Boulder,CO,80303,2314,800-366-4602,E,,Public - card key at all times,24 hours daily; also accept Natural Fuels Card,CleanEnergy,,Q,3000,,,,,,,200-8,39.9997242,-105.2534112,2011-06-30,650,POINT(-105.2534112 39.9997242)
CNG,National Fuels - Niagara Falls,6250 Packard Rd,"I-190, exit 23, before Walmart",Niagara Falls,NY,14304,5904,716-827-5505,E,,Public - card key at all times,24 hours daily with National Fuels card; call station number to arrange for card key,,,Q,3000,,,,,,,200-8,43.105566,-78.9930119,2011-04-30,659,POINT(-78.9930119 43.105566)
CNG,National Grid - Clean Energy,1125 Broadway,"Just south and west  of I-90/I-787 Interchange, between Loudonville Rd and N 1st St",Albany,NY,12204,,866-278-3674,E,,Public - credit card at all times,24 hours daily,D M V Voyager Wright_Exp CleanEnergy,,Q,3600,,,,,,,200-8,42.6691953,-73.7399119,2011-08-31,703,POINT(-73.7399119 42.6691953)
CNG,Daimler Buses North America,165 Base Rd,,Oriskany,NY,13424,748,,E,,Private access only,,,,B,2400 3000 3600,,,,,,,200-8,43.15199,-75.378601,2011-02-28,710,POINT(-75.378601 43.15199)
CNG,Northwest Natural Gas - Tualatin Service Center,7100 SW McEwan Rd,,Tualatin,OR,97035,7838,,E,,Private access only,,,,B,2400 3000,,,,,,,200-8,45.3904459,-122.7460352,2012-02-29,711,POINT(-122.7460352 45.3904459)
CNG,Northwest Natural Gas - South Center,19200 SW Teton Ave,,Tualatin,OR,97062,8836,,E,,Private access only,,,,B,3000,,,,,,,200-8,45.381834,-122.782222,2012-02-29,712,POINT(-122.782222 45.381834)
CNG,Northwest Natural Gas - Parkrose Service Center,12120 NE Inverness Dr,,Portland,OR,97220,1024,,E,,Private access only,,,,B,3000 3600,,,,,,,200-8,45.562809,-122.537882,2012-02-29,716,POINT(-122.537882 45.562809)
CNG,Northwest Natural Gas - Mt Scott Service Center,9222 SE Knapp St,,Portland,OR,97266,5504,,E,,Private access only,,,,B,3000 3600,,,,,,,200-8,45.46966,-122.56719,2012-02-29,717,POINT(-122.56719 45.46966)
CNG,Northwest Natural Gas - Salem Service Center,3123 Broadway St NE,,Salem,OR,97303,5099,,E,,Private access only,,,,B,3000,,,,,,,200-8,44.97134,-123.029354,2012-02-29,718,POINT(-123.029354 44.97134)
CNG,State of Oregon Department of Administrative Services Motor Pool,1100 Airport Rd SE,,Salem,OR,97310,1204,503-378-4304,E,,Private - government only,,,,Q,3000,,,,,,,200-8,44.9225812,-123.002882,2012-02-29,719,POINT(-123.002882 44.9225812)
CNG,City of Oklahoma City,621 N Pennsylvania Ave,,Oklahoma City,OK,73107,6403,,E,,Private - government only,,,,T,3000,,,,,,,200-8,35.473942,-97.5515099,2011-05-31,735,POINT(-97.5515099 35.473942)
CNG,United Parcel Service - Oklahoma City,901 S Portland Ave,,Oklahoma City,OK,73108,2095,,E,,Private access only,,,,Q,3000 3600,,,,,,,200-8,35.4558188,-97.5847433,2011-03-31,737,POINT(-97.5847433 35.4558188)
CNG,Oklahoma Natural Gas - Northside Service Center,4901 N Santa Fe Ave,,Oklahoma City,OK,73118,7911,,E,,Private access only,,,,B,3000,,,,,,,200-8,35.5221258,-97.5121425,2011-05-31,739,POINT(-97.5121425 35.5221258)
CNG,Oklahoma Natural Gas - Southside Service Center,412 SE 59th St,,Oklahoma City,OK,73129,5640,888-609-2410,E,,Public - credit card at all times,24 hours daily; call 888-609-2410 for Fuelman card key,M V FuelMan Voyager,,B,3600,,,,,,,200-8,35.4062114,-97.5027138,2011-02-28,740,POINT(-97.5027138 35.4062114)
CNG,Oklahoma Natural Gas - Southern Oklahoma Development Association,1995 Veterans Blvd,"I-35, exit 33,  0.75 mile on north side of Veterans Boulevard/State Highway 42",Ardmore,OK,73401,9516,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,Q,3000 3600,,,,,,,200-8,34.2019361,-97.1541764,2011-05-31,743,POINT(-97.1541764 34.2019361)
CNG,City of Enid Maintenance Facility,1502 W Poplar Ave,,Enid,OK,73703,3344,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.410102,-97.901098,2011-05-31,747,POINT(-97.901098 36.410102)
CNG,Oklahoma Natural Gas - Enid Service Center,421 S Garland Rd,,Enid,OK,73703,3344,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.393239,-97.942047,2011-05-31,748,POINT(-97.942047 36.393239)
CNG,Sand Springs Schools,410 W 55th St,,Sand Springs,OK,74063,970,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.0847134,-96.1297041,2011-05-31,750,POINT(-96.1297041 36.0847134)
CNG,Phillips 66 Station,179 Turner Tpke,"I-44, Stroud exit next to McDonald's, station behind Kicks 66",Stroud,OK,74079,,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,Q,3000,,,,,,,GPS,35.751853,-96.689631,2011-05-31,752,POINT(-96.689631 35.751853)
CNG,Oklahoma Natural Gas - OK Parking Garage,111 W 6th St,,Tulsa,OK,74103,4240,,E,,Private access only,,,,B,3000,,,,,,,200-8,36.1500419,-95.9909192,2011-05-31,753,POINT(-95.9909192 36.1500419)
CNG,Oklahoma Natural Gas - Tulsa Service Center,5848 E 15th St,,Tulsa,OK,74112,6412,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.138765,-95.9112899,2011-05-31,755,POINT(-95.9112899 36.138765)
CNG,Tulsa Public Schools,1815 N 77th E Ave,,Tulsa,OK,74157,5717,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.1793318,-95.8889819,2011-05-31,756,POINT(-95.8889819 36.1793318)
CNG,United Parcel Service,5805 S 118 E Ave,,Tulsa,OK,74146,6839,,E,,Private access only,,,,Q,3000,,,,,,,200-8,36.079433,-95.844262,2011-05-31,762,POINT(-95.844262 36.079433)
CNG,Tulsa Public Schools - McBirney Site,1012 W 36th Pl,,Tulsa,OK,74157,5717,,E,,Private - government only,,,,B,3000,,,,,,,200-8,36.1105633,-96.0032629,2011-05-31,763,POINT(-96.0032629 36.1105633)
CNG,Oklahoma Natural Gas - Muskogee Service Center,2616 W Border St,"At Highway 69, 1 block east",Muskogee,OK,74401,5757,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,35.7405107,-95.3961096,2011-05-31,765,POINT(-95.3961096 35.7405107)
CNG,Oklahoma Natural Gas - Ponca City Service Center,2205 N Ash St,,Ponca City,OK,74601,1108,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.7303192,-97.0937235,2011-05-31,767,POINT(-97.0937235 36.7303192)
CNG,Oklahoma Natural Gas - Shawnee Service Center,1444 N Kickapoo St,,Shawnee,OK,74801,4826,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,35.3461591,-96.9299562,2011-05-31,768,POINT(-96.9299562 35.3461591)
CNG,Oklahoma State Motor Pool,2307 N Central Ave,,Oklahoma City,OK,73129,1831,,E,,Private - government only,,,,Q,3000,,,,,,,200-8,35.4425189,-97.5068694,2011-05-31,773,POINT(-97.5068694 35.4425189)
CNG,PECO Energy - Warminster Station,388 Park Ave,"I-276, exit onto SR-611 N, right onto Blair Mill Road, right onto County Line Road, left onto Park Avenue, station is on left",Warminster,PA,18974,4885,610-648-7809,E,,Private access only,,,,B,3000,,,,,,,200-8,40.1943556,-75.0901328,2011-04-30,774,POINT(-75.0901328 40.1943556)
CNG,PECO Energy - Baldwin Service Building,1510 Chester Pike,"I-476, exit onto MacDade Boulevard S, left onto Bullens Lane, left onto Chester Park, right onto Simpson Avenue, station on left at 10th Street intersection",Eddystone,PA,19022,1338,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,Q,3000,,,,,,,200-8,39.863989,-75.3371251,2011-04-30,776,POINT(-75.3371251 39.863989)
CNG,PECO Energy - Berwyn Station,1050 Swedesford Rd,"US-202, exit at SR-252 N, at Cassatt Road",Berwyn,PA,19312,1080,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,Q,3000,,,,,,,200-8,40.059926,-75.463006,2011-04-30,778,POINT(-75.463006 40.059926)
CNG,PECO Energy - West Conshohocken Station,300 Front St,Route 23 at PECO Fire Academy,West Conshohocken,PA,19428,2723,610-648-7809,E,,Private access only,,,,T,3000,,,,,,,200-8,40.0772369,-75.318319,2011-04-30,784,POINT(-75.318319 40.0772369)
CNG,PECO Energy - Phoenixville Service Building,1101 W Bridge St,"US-422, take SR-29 south to Phoenixville, at Lyndon Lane",Phoenixville,PA,19460,4270,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,Q,3000,,,,,,,200-8,40.125557,-75.536833,2011-04-30,786,POINT(-75.536833 40.125557)
CNG,PECO Energy - Plymouth Station,680 Ridge Pike,"I-476 N, exit onto Chemical Road S, right into PECO Energy driveway",Plymouth Meeting,PA,19462,1945,610-648-7809,E,,Public - card key at all times,24 hours daily; call station 7am-4pm to arrange for company card,,,B,3000 3600,,,,,,,200-8,40.0966115,-75.296904,2011-03-31,787,POINT(-75.296904 40.0966115)
CNG,Clean Energy - National Grid Providence,670 Allens Ave,"I-95, exit 18, US-1A to Allens Ave",Providence,RI,2903,4612,866-278-3674,E,,Public - credit card at all times,24 hours daily,D M V Voyager Wright_Exp CleanEnergy,,Q,3000 3600,,,,,,,200-8,41.7953635,-71.3980751,2011-06-30,788,POINT(-71.3980751 41.7953635)
CNG,PG&E Grass Valley Service Center,W McKnight Way,"Exit Highway 49 at McKnight Way, west 2 blocks, station on right",Grass Valley,CA,95945,9613,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,Q,3000,,,,,,,GPS,39.199642,-121.061028,2011-04-30,792,POINT(-121.061028 39.199642)
CNG,Pinnacle CNG - United Parcel Service,4500 Norris Canyon Rd,"Exit I-680 at Crow Canyon Road, west to San Ramon Valley Boulevard, left/south to Norris Canyon Road, turn left/east, station on left",San Ramon,CA,94583,1369,432-694-0202,E,,Public - credit card at all times,24 hour access with Pinnacle card; restricted access 6pm-10pm while UPS fuels fleet,M V,,Q,3000 3600,,,,,,,200-8,37.7731687,-121.9683996,2011-03-31,797,POINT(-121.9683996 37.7731687)
CNG,PG&E Santa Cruz Service Center,615 7th Ave,"Exit Highway 17 to Highway 1 E toward Monterey. Exit Highway 1 at Soquel Ave, west then south on 7th Ave, station on right",Santa Cruz,CA,95062,2795,800-684-4648,E,,Public - card key at all times,6am-5pm M-F; contact station to arrange for PG&E card key,,,Q,3000,,,,,,,200-8,36.969267,-121.999295,2011-04-30,798,POINT(-121.999295 36.969267)
CNG,PG&E Bakersfield Service Center,4101 Wible Rd,"Exit Highway 99 at White Land, west to Wible Rd, go south, station on right",Bakersfield,CA,93313,2621,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000 3600,,,,,,,200-8,35.3175985,-119.0390967,2011-04-30,801,POINT(-119.0390967 35.3175985)
CNG,Clovis Unified School District,1450 Herndon Ave,"Exit Highway 41 at Herndon Avenue, east to Sunnyside Avenue, right on Sunnyside, station on left",Clovis,CA,93611,599,,E,,Private - government only,,,,Q,3000,,,,,,,200-8,36.836922,-119.689693,2011-03-31,804,POINT(-119.689693 36.836922)
CNG,PG&E Fresno Service Center,3754 E California Ave,"From Highway 99 northbound, exit at E Jensen Ave, turn right and travel east 0.75 mile (turns into Jensen Bypass), left on S Pullman Ave, left again onto E Jensen, follow the road around as it turns into S Orange Ave, north on S Orange for 1 mile to E California Ave turn right onto E California, travel east 0.25 mile, station is on the right",Fresno,CA,93702,,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000 3600,,,,,,,200-8,36.7213509,-119.760706,2011-04-30,806,POINT(-119.760706 36.7213509)
CNG,PG&E Salinas Service Center,390 Griffin St,"Exit Highway 101 S at John St, right on Griffin.  Exit Highway 101 N at Wood St, left on John St, right on Work St, right on E Alisal St, at corner of E Alisal and Griffin",Salinas,CA,93901,4304,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,36.672264,-121.6411254,2011-04-30,809,POINT(-121.6411254 36.672264)
CNG,PG&E San Carlos Service Center,275 Industrial Way,"Exit Highway 101 at Holly St, west to Industrial Way, right on Industrial, station on right",San Carlos,CA,94002,4067,800-684-4648,E,,Public - card key at all times,24 hours daily; contact station to arrange for PG&E card key,,,B,3000,,,,,,,GPS,37.520919,-122.265912,2011-11-30,810,POINT(-122.265912 37.520919)
CNG,PG&E San Francisco Service Center,536 Treat Ave,"US-101, exit onto 9th St, left on Harrison, right on 19th St, right on Treat Ave",San Francisco,CA,94110,2014,800-684-4648,E,,Public - card key at all times,6am-6pm M-F; contact station to arrange for PG&E card key,,,B,3000,,,,,,,200-8,37.760527,-122.4137745,2011-04-30,813,POINT(-122.4137745 37.760527)
